etf코드,날짜,수익률,1년간 코스피 수익률,1년간 코스피 std
KR7244670006,20240329,0.1463290796597061,0.10891603227096436,0.009728731730349233
KR7251590006,20240329,0.04151985744127007,0.10891603227096436,0.009728731730349233
KR7252000005,20240329,-0.5926243479165291,0.10891603227096436,0.009728731730349233
KR7252650007,20240329,-0.3568601078363437,0.10891603227096436,0.009728731730349233
KR7252720008,20240329,-0.46493301623117744,0.10891603227096436,0.009728731730349233
KR7252730007,20240329,-0.20612954113182302,0.10891603227096436,0.009728731730349233
KR7253280002,20240329,0.6657090816784481,0.10891603227096436,0.009728731730349233
KR7261060008,20240329,-0.10021576172570368,0.10891603227096436,0.009728731730349233
KR7261070007,20240329,1.6069183189405667,0.10891603227096436,0.009728731730349233
KR7261140008,20240329,5.938483253642436,0.10891603227096436,0.009728731730349233
KR7266160001,20240329,-0.4892262903215898,0.10891603227096436,0.009728731730349233
KR7266360007,20240329,0.28246433828540285,0.10891603227096436,0.009728731730349233
KR7266370006,20240329,-0.0585758939454013,0.10891603227096436,0.009728731730349233
KR7266390004,20240329,-0.24990562697752017,0.10891603227096436,0.009728731730349233
KR7266410000,20240329,-0.32467619324537544,0.10891603227096436,0.009728731730349233
KR7266420009,20240329,1.1400043035588063,0.10891603227096436,0.009728731730349233
KR7266550003,20240329,0.0610682006724832,0.10891603227096436,0.009728731730349233
KR7270800006,20240329,-0.0841754960762815,0.10891603227096436,0.009728731730349233
KR7270810005,20240329,-0.1593436137804879,0.10891603227096436,0.009728731730349233
KR7272220005,20240329,0.15632467146570073,0.10891603227096436,0.009728731730349233
KR7272230004,20240329,0.18864177918983316,0.10891603227096436,0.009728731730349233
KR7275280006,20240329,0.2064516129032259,0.10891603227096436,0.009728731730349233
KR7275290005,20240329,0.09688075546143704,0.10891603227096436,0.009728731730349233
KR7275300002,20240329,0.16443411668556562,0.10891603227096436,0.009728731730349233
KR7277630000,20240329,-0.37771481614072566,0.10891603227096436,0.009728731730349233
KR7277640009,20240329,-0.2943201581355275,0.10891603227096436,0.009728731730349233
KR7277650008,20240329,-0.09701339688451871,0.10891603227096436,0.009728731730349233
KR7278530001,20240329,0.07441141060199552,0.10891603227096436,0.009728731730349233
KR7278540000,20240329,-0.16243102414964705,0.10891603227096436,0.009728731730349233
KR7279530000,20240329,0.25051958202318136,0.10891603227096436,0.009728731730349233
KR7279540009,20240329,-0.4885670447153707,0.10891603227096436,0.009728731730349233
KR7280920000,20240329,0.9140727987660833,0.10891603227096436,0.009728731730349233
KR7281990002,20240329,-0.08512647508324189,0.10891603227096436,0.009728731730349233
KR7284980000,20240329,0.9074349522267939,0.10891603227096436,0.009728731730349233
KR7284990009,20240329,-0.14641352629213478,0.10891603227096436,0.009728731730349233
KR7285000006,20240329,0.3858119525144492,0.10891603227096436,0.009728731730349233
KR7285010005,20240329,0.4787367659053834,0.10891603227096436,0.009728731730349233
KR7285020004,20240329,-0.01369081574443809,0.10891603227096436,0.009728731730349233
KR7285690004,20240329,-0.5293293725454604,0.10891603227096436,0.009728731730349233
KR7287300008,20240329,1.8049879324215605,0.10891603227096436,0.009728731730349233
KR7287310007,20240329,0.8332166679254609,0.10891603227096436,0.009728731730349233
KR7287320006,20240329,4.438987035175879,0.10891603227096436,0.009728731730349233
KR7287330005,20240329,1.1999057647963105,0.10891603227096436,0.009728731730349233
KR7289040008,20240329,0.058786826477238874,0.10891603227096436,0.009728731730349233
KR7289250003,20240329,-0.04118234817593247,0.10891603227096436,0.009728731730349233
KR7289260002,20240329,0.20082000612655548,0.10891603227096436,0.009728731730349233
KR7289480006,20240329,1.7818936349863166,0.10891603227096436,0.009728731730349233
KR7290080001,20240329,1.0110263350372222,0.10891603227096436,0.009728731730349233
KR7290130004,20240329,0.0886052857724966,0.10891603227096436,0.009728731730349233
KR7292050002,20240329,0.09845541175374772,0.10891603227096436,0.009728731730349233
KR7292150000,20240329,0.18048154749485001,0.10891603227096436,0.009728731730349233
KR7292160009,20240329,-0.1570311717262799,0.10891603227096436,0.009728731730349233
KR7292190006,20240329,-0.19482492820635544,0.10891603227096436,0.009728731730349233
KR7292500006,20240329,0.1929231970126981,0.10891603227096436,0.009728731730349233
KR7292730009,20240329,-0.16640106214947503,0.10891603227096436,0.009728731730349233
KR7292750007,20240329,0.1784534048057751,0.10891603227096436,0.009728731730349233
KR7293180006,20240329,0.04523932957478549,0.10891603227096436,0.009728731730349233
KR7294400007,20240329,0.37356224256209103,0.10891603227096436,0.009728731730349233
KR7295040000,20240329,0.18189031000086775,0.10891603227096436,0.009728731730349233
KR7295820005,20240329,0.0651789179960316,0.10891603227096436,0.009728731730349233
KR7300610003,20240329,-0.15581426142027122,0.10891603227096436,0.009728731730349233
KR7300640000,20240329,1.6911179230172393,0.10891603227096436,0.009728731730349233
KR7300950003,20240329,0.2758106974246797,0.10891603227096436,0.009728731730349233
KR7301400008,20240329,0.8283073375840371,0.10891603227096436,0.009728731730349233
KR7302450002,20240329,-0.4849530194188656,0.10891603227096436,0.009728731730349233
KR7304760002,20240329,-0.3567716938234866,0.10891603227096436,0.009728731730349233
KR7304770001,20240329,-0.004182654401144625,0.10891603227096436,0.009728731730349233
KR7305050007,20240329,-0.07254490128616842,0.10891603227096436,0.009728731730349233
KR7305540007,20240329,0.1742544290302248,0.10891603227096436,0.009728731730349233
KR7305720005,20240329,0.12968124182448126,0.10891603227096436,0.009728731730349233
KR7307510008,20240329,-0.05056994818652849,0.10891603227096436,0.009728731730349233
KR7307520007,20240329,8.818609446169221,0.10891603227096436,0.009728731730349233
KR7310960000,20240329,-0.20503259158782017,0.10891603227096436,0.009728731730349233
KR7310970009,20240329,-0.25585539412554903,0.10891603227096436,0.009728731730349233
KR7314700006,20240329,-0.09611229122055676,0.10891603227096436,0.009728731730349233
KR7315270009,20240329,-0.11844520759516675,0.10891603227096436,0.009728731730349233
KR7315480004,20240329,3.3195104508270274,0.10891603227096436,0.009728731730349233
KR7315930008,20240329,0.6329823527326517,0.10891603227096436,0.009728731730349233
KR7315960005,20240329,0.27132820862240514,0.10891603227096436,0.009728731730349233
KR7316670009,20240329,0.28427721269777395,0.10891603227096436,0.009728731730349233
KR7319870002,20240329,0.2760240801646374,0.10891603227096436,0.009728731730349233
KR7322120007,20240329,0.1167966971956127,0.10891603227096436,0.009728731730349233
KR7322130006,20240329,-0.047243659940223726,0.10891603227096436,0.009728731730349233
KR7322150004,20240329,0.12378361747104671,0.10891603227096436,0.009728731730349233
KR7322400003,20240329,-0.20159499201594988,0.10891603227096436,0.009728731730349233
KR7322410002,20240329,-0.4707750325010387,0.10891603227096436,0.009728731730349233
KR7325010007,20240329,0.8239527572727252,0.10891603227096436,0.009728731730349233
KR7325020006,20240329,-0.09792506889032515,0.10891603227096436,0.009728731730349233
KR7326230000,20240329,-0.0225285350252854,0.10891603227096436,0.009728731730349233
KR7326240009,20240329,-0.03400763527796513,0.10891603227096436,0.009728731730349233
KR7328370002,20240329,-0.06389748962624275,0.10891603227096436,0.009728731730349233
KR7331910000,20240329,-0.1830485193036644,0.10891603227096436,0.009728731730349233
KR7332500008,20240329,0.4434391918138263,0.10891603227096436,0.009728731730349233
KR7332930007,20240329,-0.2318677917630677,0.10891603227096436,0.009728731730349233
KR7332940006,20240329,0.12116477545666626,0.10891603227096436,0.009728731730349233
KR7333940005,20240329,0.28946945665698887,0.10891603227096436,0.009728731730349233
KR7333950004,20240329,0.10452968255917683,0.10891603227096436,0.009728731730349233
KR7333960003,20240329,0.27458834077393135,0.10891603227096436,0.009728731730349233
KR7333970002,20240329,0.13574421808282544,0.10891603227096436,0.009728731730349233
KR7333980001,20240329,0.4719854458688113,0.10891603227096436,0.009728731730349233
KR7337120000,20240329,-0.0366559420332756,0.10891603227096436,0.009728731730349233
KR7337140008,20240329,-0.31120165811203626,0.10891603227096436,0.009728731730349233
KR7337150007,20240329,0.4196513330880296,0.10891603227096436,0.009728731730349233
KR7337160006,20240329,0.15697815686016292,0.10891603227096436,0.009728731730349233
KR7354500001,20240329,0.38293587150712116,0.10891603227096436,0.009728731730349233
KR7357870005,20240329,0.47593283151589927,0.10891603227096436,0.009728731730349233
KR7359210002,20240329,-0.36786714364498707,0.10891603227096436,0.009728731730349233
KR7360140008,20240329,0.4126534152808452,0.10891603227096436,0.009728731730349233
KR7360150007,20240329,-0.38342414637758315,0.10891603227096436,0.009728731730349233
KR7361580004,20240329,0.005551916557103853,0.10891603227096436,0.009728731730349233
KR7363580002,20240329,3.4525416488680047,0.10891603227096436,0.009728731730349233
KR7364690008,20240329,-0.22101721464967938,0.10891603227096436,0.009728731730349233
KR7364960005,20240329,-0.16496267824196742,0.10891603227096436,0.009728731730349233
KR7364970004,20240329,0.5647073913740581,0.10891603227096436,0.009728731730349233
KR7364980003,20240329,-0.24833082628497072,0.10891603227096436,0.009728731730349233
KR7364990002,20240329,-0.13629147536799613,0.10891603227096436,0.009728731730349233
KR7365000009,20240329,0.061965657437906385,0.10891603227096436,0.009728731730349233
KR7365040005,20240329,-0.5385679432156285,0.10891603227096436,0.009728731730349233
KR7367740008,20240329,-0.10183400264624698,0.10891603227096436,0.009728731730349233
KR7367760006,20240329,0.04126011105204497,0.10891603227096436,0.009728731730349233
KR7367770005,20240329,-0.13250307691592278,0.10891603227096436,0.009728731730349233
KR7368190005,20240329,-0.10935724439584471,0.10891603227096436,0.009728731730349233
KR7368680005,20240329,-0.05923422302439074,0.10891603227096436,0.009728731730349233
KR7373490002,20240329,0.028090249336014006,0.10891603227096436,0.009728731730349233
KR7375760006,20240329,0.07444154187945018,0.10891603227096436,0.009728731730349233
KR7375770005,20240329,0.13971917722655314,0.10891603227096436,0.009728731730349233
KR7376410007,20240329,-0.3995497774853197,0.10891603227096436,0.009728731730349233
KR7377990007,20240329,-0.28062110462931344,0.10891603227096436,0.009728731730349233
KR7380340000,20240329,0.4894371261590569,0.10891603227096436,0.009728731730349233
KR7381560002,20240329,-0.4042660492986846,0.10891603227096436,0.009728731730349233
KR7381570001,20240329,-0.21537525714651928,0.10891603227096436,0.009728731730349233
KR7385510003,20240329,-0.22753090126474373,0.10891603227096436,0.009728731730349233
KR7385520002,20240329,-0.08096001833619071,0.10891603227096436,0.009728731730349233
KR7385590005,20240329,0.10273104073858974,0.10891603227096436,0.009728731730349233
KR7385600002,20240329,0.3876276276276276,0.10891603227096436,0.009728731730349233
KR7385710009,20240329,-0.336357058993498,0.10891603227096436,0.009728731730349233
KR7385720008,20240329,-0.5368511620027296,0.10891603227096436,0.009728731730349233
KR7387280001,20240329,-0.42644795730323803,0.10891603227096436,0.009728731730349233
KR7388280000,20240329,-0.3005035135284678,0.10891603227096436,0.009728731730349233
KR7388420002,20240329,6.022263536866359,0.10891603227096436,0.009728731730349233
KR7391670007,20240329,-0.08689248895434465,0.10891603227096436,0.009728731730349233
KR7391680006,20240329,0.11336719997772593,0.10891603227096436,0.009728731730349233
KR7395150006,20240329,3.503521984897519,0.10891603227096436,0.009728731730349233
KR7395160005,20240329,1.253602132822095,0.10891603227096436,0.009728731730349233
KR7395170004,20240329,5.552654134049483,0.10891603227096436,0.009728731730349233
KR7395270002,20240329,12.788202627971794,0.10891603227096436,0.009728731730349233
KR7395280001,20240329,-0.1558441558441559,0.10891603227096436,0.009728731730349233
KR7395290000,20240329,5.082336893095354,0.10891603227096436,0.009728731730349233
KR7395750003,20240329,-0.11725732482930806,0.10891603227096436,0.009728731730349233
KR7395760002,20240329,-0.7914566036662296,0.10891603227096436,0.009728731730349233
KR7396500001,20240329,3.3027233680480688,0.10891603227096436,0.009728731730349233
KR7400970000,20240329,-0.36112522318817974,0.10891603227096436,0.009728731730349233
KR7401170006,20240329,-0.15719844716436127,0.10891603227096436,0.009728731730349233
KR7401470000,20240329,-0.31192110534314255,0.10891603227096436,0.009728731730349233
KR7402460000,20240329,-0.12480285795934809,0.10891603227096436,0.009728731730349233
KR7402520001,20240329,-0.21038348612458424,0.10891603227096436,0.009728731730349233
KR7403790009,20240329,0.10530033986329101,0.10891603227096436,0.009728731730349233
KR7403990005,20240329,-0.004160998454861842,0.10891603227096436,0.009728731730349233
KR7404120008,20240329,-0.4249302785328485,0.10891603227096436,0.009728731730349233
KR7404260002,20240329,-0.18760901369768823,0.10891603227096436,0.009728731730349233
KR7404470007,20240329,-0.021589879701698567,0.10891603227096436,0.009728731730349233
KR7404540007,20240329,-0.2905673667565605,0.10891603227096436,0.009728731730349233
KR7404650004,20240329,0.08272813582728133,0.10891603227096436,0.009728731730349233
KR7407160001,20240329,-0.06331447719528893,0.10891603227096436,0.009728731730349233
KR7407170000,20240329,-0.23191530412034012,0.10891603227096436,0.009728731730349233
KR7407300003,20240329,-0.14523270447110137,0.10891603227096436,0.009728731730349233
KR7407310002,20240329,-0.778334488627151,0.10891603227096436,0.009728731730349233
KR7407820000,20240329,-0.0922420447131359,0.10891603227096436,0.009728731730349233
KR7410870000,20240329,0.029133121107266513,0.10891603227096436,0.009728731730349233
KR7411540008,20240329,0.09048204845298535,0.10891603227096436,0.009728731730349233
KR7413930009,20240329,0.05175987927824055,0.10891603227096436,0.009728731730349233
KR7417630001,20240329,-0.5035404416199105,0.10891603227096436,0.009728731730349233
KR7421320003,20240329,1.490899773819621,0.10891603227096436,0.009728731730349233
KR7422260000,20240329,-0.05277939872570814,0.10891603227096436,0.009728731730349233
KR7422420000,20240329,1.21564218342606,0.10891603227096436,0.009728731730349233
KR7423160001,20240329,0.5820155371166953,0.10891603227096436,0.009728731730349233
KR7427110002,20240329,0.08024910714285705,0.10891603227096436,0.009728731730349233
KR7427120001,20240329,0.05430686315561983,0.10891603227096436,0.009728731730349233
KR7433250008,20240329,-0.34875167809999263,0.10891603227096436,0.009728731730349233
KR7433500006,20240329,-0.1643369188670889,0.10891603227096436,0.009728731730349233
KR7434730008,20240329,0.9267608917781089,0.10891603227096436,0.009728731730349233
KR7434960001,20240329,0.10929363237358247,0.10891603227096436,0.009728731730349233
KR7436180004,20240329,0.08169734586252386,0.10891603227096436,0.009728731730349233
KR7438740003,20240329,0.07111712343564736,0.10891603227096436,0.009728731730349233
KR7438900003,20240329,-0.16127133663323923,0.10891603227096436,0.009728731730349233
KR7441540002,20240329,11.092680242157403,0.10891603227096436,0.009728731730349233
KR7441800000,20240329,1.554150783828383,0.10891603227096436,0.009728731730349233
KR7442090007,20240329,-0.20602081513642267,0.10891603227096436,0.009728731730349233
KR7442260006,20240329,0.5032606707317073,0.10891603227096436,0.009728731730349233
KR7444200000,20240329,0.35316195057762445,0.10891603227096436,0.009728731730349233
KR7445150006,20240329,0.6344614039359795,0.10891603227096436,0.009728731730349233
KR7445290000,20240329,3.058317484722366,0.10891603227096436,0.009728731730349233
KR7445690001,20240329,0.18742711185478145,0.10891603227096436,0.009728731730349233
KR7445910003,20240329,-0.3525021094307782,0.10891603227096436,0.009728731730349233
KR7446700007,20240329,0.03200080105065517,0.10891603227096436,0.009728731730349233
KR7447430000,20240329,2.4795534773170247,0.10891603227096436,0.009728731730349233
KR7448100008,20240329,0.04031398832560806,0.10891603227096436,0.009728731730349233
KR7448570002,20240329,0.21682579391922707,0.10891603227096436,0.009728731730349233
KR7449170000,20240329,7.540901767223399,0.10891603227096436,0.009728731730349233
KR7449450006,20240329,2.7582513862409006,0.10891603227096436,0.009728731730349233
KR7450120001,20240329,0.1247045854121116,0.10891603227096436,0.009728731730349233
KR7450910005,20240329,1.182136255547257,0.10891603227096436,0.009728731730349233
KR7451060008,20240329,0.4311420866312661,0.10891603227096436,0.009728731730349233
KR7452440001,20240329,0.0714489002581522,0.10891603227096436,0.009728731730349233
KR7453010001,20240329,8.689133441976805,0.10891603227096436,0.009728731730349233
KR7453060006,20240329,0.24401417236389045,0.10891603227096436,0.009728731730349233
KR7454320003,20240329,0.2934875654969067,0.10891603227096436,0.009728731730349233
KR7455850008,20240329,0.6741012405569531,0.10891603227096436,0.009728731730349233
KR7455860007,20240329,-0.09616788602892268,0.10891603227096436,0.009728731730349233
KR7457930006,20240329,0.11701304266947976,0.10891603227096436,0.009728731730349233
KR7457990000,20240329,-0.1489147617650577,0.10891603227096436,0.009728731730349233
KR7458210002,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7459580007,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7460280001,20240329,-0.0948776684001299,0.10891603227096436,0.009728731730349233
KR7461450009,20240329,0.29703863653780727,0.10891603227096436,0.009728731730349233
KR7461580003,20240329,0.29631256813910745,0.10891603227096436,0.009728731730349233
KR7461950008,20240329,-0.03998943465700555,0.10891603227096436,0.009728731730349233
KR7462010000,20240329,-0.08725531646430496,0.10891603227096436,0.009728731730349233
KR7462900002,20240329,0.5124402230630118,0.10891603227096436,0.009728731730349233
KR7463050005,20240329,0.6392401711694176,0.10891603227096436,0.009728731730349233
KR7463250001,20240329,0.07091930573758809,0.10891603227096436,0.009728731730349233
KR7464600006,20240329,0.040267346324241116,0.10891603227096436,0.009728731730349233
KR7464610005,20240329,0.08308298110900525,0.10891603227096436,0.009728731730349233
KR7465330009,20240329,-0.13883863693250753,0.10891603227096436,0.009728731730349233
KR7466810009,20240329,-0.19187100816415747,0.10891603227096436,0.009728731730349233
KR7466920006,20240329,0.2551873504686675,0.10891603227096436,0.009728731730349233
KR7466930005,20240329,0.1709475231152815,0.10891603227096436,0.009728731730349233
KR7466940004,20240329,0.34431379512089944,0.10891603227096436,0.009728731730349233
KR7467540001,20240329,0.2972291950209809,0.10891603227096436,0.009728731730349233
KR7469070007,20240329,-0.008854576623470889,0.10891603227096436,0.009728731730349233
KR7469150007,20240329,1.0673717179462527,0.10891603227096436,0.009728731730349233
KR7469170005,20240329,0.4874348340725325,0.10891603227096436,0.009728731730349233
KR7469790000,20240329,0.13809829856501432,0.10891603227096436,0.009728731730349233
KR7470310004,20240329,0.3537738155598984,0.10891603227096436,0.009728731730349233
KR7471290007,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7471760009,20240329,1.0555179378531263,0.10891603227096436,0.009728731730349233
KR7471780007,20240329,0.2560074970808284,0.10891603227096436,0.009728731730349233
KR7471990002,20240329,1.3991122655610755,0.10891603227096436,0.009728731730349233
KR7472150002,20240329,0.18395746680448077,0.10891603227096436,0.009728731730349233
KR7472720002,20240329,0.11478106157198908,0.10891603227096436,0.009728731730349233
KR7472840008,20240329,0.16522671987188087,0.10891603227096436,0.009728731730349233
KR7473380004,20240329,0.23562860675562836,0.10891603227096436,0.009728731730349233
KR7474590007,20240329,0.5622486843147196,0.10891603227096436,0.009728731730349233
KR7475050001,20240329,-0.035883941470678415,0.10891603227096436,0.009728731730349233
KR7475300000,20240329,0.39993113849301687,0.10891603227096436,0.009728731730349233
KR7475310009,20240329,1.3835277447537284,0.10891603227096436,0.009728731730349233
KR7475630000,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7475720009,20240329,0.1658095580163983,0.10891603227096436,0.009728731730349233
KR7476000005,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7476260005,20240329,0.3155386177517119,0.10891603227096436,0.009728731730349233
KR7476850003,20240329,0.1558521199781855,0.10891603227096436,0.009728731730349233
KR7477080006,20240329,0.0,0.10891603227096436,0.009728731730349233
KR7069500007,20230331,0.15458735154158276,-0.10182213292674658,0.011262303370594
KR7069660009,20230331,-0.06887071261801747,-0.10182213292674658,0.011262303370594
KR7091160002,20230331,0.1345923419948274,-0.10182213292674658,0.011262303370594
KR7091170001,20230331,0.08053876442752084,-0.10182213292674658,0.011262303370594
KR7091180000,20230331,-0.07244059943922854,-0.10182213292674658,0.011262303370594
KR7091220004,20230331,-0.45583465500735854,-0.10182213292674658,0.011262303370594
KR7091230003,20230331,0.09617452521100178,-0.10182213292674658,0.011262303370594
KR7098560006,20230331,-0.2370618769470405,-0.10182213292674658,0.011262303370594
KR7100910009,20230331,-0.11572397471808371,-0.10182213292674658,0.011262303370594
KR7102110004,20230331,0.06783926418223962,-0.10182213292674658,0.011262303370594
KR7102780004,20230331,-0.2555876150114512,-0.10182213292674658,0.011262303370594
KR7102960002,20230331,-0.025428917400236783,-0.10182213292674658,0.011262303370594
KR7102970001,20230331,-0.19998902337210656,-0.10182213292674658,0.011262303370594
KR7104520002,20230331,-0.29400835570705697,-0.10182213292674658,0.011262303370594
KR7104530001,20230331,0.3426554574863214,-0.10182213292674658,0.011262303370594
KR7105190003,20230331,-0.385400004636391,-0.10182213292674658,0.011262303370594
KR7105780001,20230331,0.5199981722258002,-0.10182213292674658,0.011262303370594
KR7108450008,20230331,0.04443692396537591,-0.10182213292674658,0.011262303370594
KR7108590001,20230331,-0.12926809610807288,-0.10182213292674658,0.011262303370594
KR7117460006,20230331,0.11100344725987044,-0.10182213292674658,0.011262303370594
KR7117680009,20230331,-0.11605614516129037,-0.10182213292674658,0.011262303370594
KR7117700005,20230331,-0.35041055675625454,-0.10182213292674658,0.011262303370594
KR7122090004,20230331,0.8222165400350672,-0.10182213292674658,0.011262303370594
KR7131890006,20230331,-0.0480537091997284,-0.10182213292674658,0.011262303370594
KR7138520002,20230331,0.3444527511928719,-0.10182213292674658,0.011262303370594
KR7138530001,20230331,-0.19666223955835205,-0.10182213292674658,0.011262303370594
KR7138540000,20230331,-0.0692480344586004,-0.10182213292674658,0.011262303370594
KR7139220008,20230331,-0.20107246683065183,-0.10182213292674658,0.011262303370594
KR7139230007,20230331,-0.039218962550309655,-0.10182213292674658,0.011262303370594
