단축코드,시가총액,날짜,표준코드
152100,784678500000,20210331,KR7152100004
295820,4486000000,20210331,KR7295820005
253150,14322000000,20210331,KR7253150007
253160,14856750000,20210331,KR7253160006
292750,13615000000,20210331,KR7292750007
333940,7488250000,20210331,KR7333940005
333950,4950000000,20210331,KR7333950004
333960,8841250000,20210331,KR7333960003
333970,8720250000,20210331,KR7333970002
333980,4714500000,20210331,KR7333980001
269530,3857000000,20210331,KR7269530002
251590,17844750000,20210331,KR7251590006
161510,179328750000,20210331,KR7161510003
251600,12105500000,20210331,KR7251600003
289670,6280960000,20210331,KR7289670002
298340,7267840000,20210331,KR7298340001
189400,4894500000,20210331,KR7189400005
278620,23408320000,20210331,KR7278620000
269540,29007000000,20210331,KR7269540001
287180,20435000000,20210331,KR7287180004
213630,12649200000,20210331,KR7213630007
332610,22112200000,20210331,KR7332610005
332620,25029000000,20210331,KR7332620004
195970,6052800000,20210331,KR7195970009
238670,6708000000,20210331,KR7238670004
195980,69014400000,20210331,KR7195980008
373530,6652800000,20210331,KR7373530005
256450,6972000000,20210331,KR7256450008
239660,15197000000,20210331,KR7239660004
280920,7146000000,20210331,KR7280920000
266550,6924000000,20210331,KR7266550003
301400,3562500000,20210331,KR7301400008
301410,5452500000,20210331,KR7301410007
227830,30053250000,20210331,KR7227830007
122090,16065000000,20210331,KR7122090004
328370,171106500000,20210331,KR7328370002
285690,23520000000,20210331,KR7285690004
292730,21505000000,20210331,KR7292730009
293180,572013250000,20210331,KR7293180006
332930,165657500000,20210331,KR7332930007
304780,51858000000,20210331,KR7304780000
306520,35589500000,20210331,KR7306520008
368190,112185000000,20210331,KR7368190005
367740,25260000000,20210331,KR7367740008
346000,8500800000,20210331,KR7346000003
304760,17284500000,20210331,KR7304760002
332940,274752000000,20210331,KR7332940006
322400,37774000000,20210331,KR7322400003
322410,22308000000,20210331,KR7322410002
354350,10806250000,20210331,KR7354350001
314700,6767750000,20210331,KR7314700006
304770,36042600000,20210331,KR7304770001
306530,6327500000,20210331,KR7306530007
375760,8946000000,20210331,KR7375760006
148020,1222036500000,20210331,KR7148020001
285000,13373100000,20210331,KR7285000006
361580,112704500000,20210331,KR7361580004
287300,2145600000,20210331,KR7287300008
287310,2327000000,20210331,KR7287310007
290080,5323500000,20210331,KR7290080001
284980,2665500000,20210331,KR7284980000
287320,1393800000,20210331,KR7287320006
287330,4360800000,20210331,KR7287330005
252400,26471500000,20210331,KR7252400007
252410,4567500000,20210331,KR7252410006
252420,27863500000,20210331,KR7252420005
284990,4775400000,20210331,KR7284990009
285010,4032000000,20210331,KR7285010005
285020,2044800000,20210331,KR7285020004
315480,9300000000,20210331,KR7315480004
105780,10020000000,20210331,KR7105780001
290130,321412750000,20210331,KR7290130004
367760,103852500000,20210331,KR7367760006
367770,247065000000,20210331,KR7367770005
326240,163084800000,20210331,KR7326240009
270800,14877000000,20210331,KR7270800006
292050,45966000000,20210331,KR7292050002
319870,10850000000,20210331,KR7319870002
234310,9348000000,20210331,KR7234310001
241390,9868000000,20210331,KR7241390004
300640,7980000000,20210331,KR7300640000
266160,19274250000,20210331,KR7266160001
114100,33906000000,20210331,KR7114100001
282000,601559630000,20210331,KR7282000009
295000,2979180000,20210331,KR7295000004
295020,4022340000,20210331,KR7295020002
276650,27371250000,20210331,KR7276650009
375270,8480000000,20210331,KR7375270006
336160,64024300000,20210331,KR7336160007
326230,5815800000,20210331,KR7326230000
272560,102730320000,20210331,KR7272560004
196230,177203280000,20210331,KR7196230007
315960,98832000000,20210331,KR7315960005
252730,9009000000,20210331,KR7252730007
252720,3818750000,20210331,KR7252720008
219390,53321250000,20210331,KR7219390002
354240,8563750000,20210331,KR7354240004
368590,64133000000,20210331,KR7368590006
267440,5487500000,20210331,KR7267440006
267490,3475500000,20210331,KR7267490001
267450,4265000000,20210331,KR7267450005
267500,2104500000,20210331,KR7267500007
140570,5080000000,20210331,KR7140570003
140580,3589500000,20210331,KR7140580002
183710,11131250000,20210331,KR7183710003
310080,11951000000,20210331,KR7310080007
174360,67208000000,20210331,KR7174360008
136340,123136650000,20210331,KR7136340007
281990,5835000000,20210331,KR7281990002
272570,43117800000,20210331,KR7272570003
250730,4990000000,20210331,KR7250730009
291680,3764000000,20210331,KR7291680007
371150,6763250000,20210331,KR7371150004
183700,15418800000,20210331,KR7183700004
270810,171395200000,20210331,KR7270810005
278240,187993800000,20210331,KR7278240007
275750,4621750000,20210331,KR7275750008
302450,175896000000,20210331,KR7302450002
334690,6024000000,20210331,KR7334690005
334700,1886000000,20210331,KR7334700002
253280,5600000000,20210331,KR7253280002
253290,12395000000,20210331,KR7253290001
105190,760839500000,20210331,KR7105190003
332500,327273000000,20210331,KR7332500008
226380,6104000000,20210331,KR7226380004
356540,39282000000,20210331,KR7356540005
277540,28728000000,20210331,KR7277540001
225130,21287000000,20210331,KR7225130004
365780,9855240000,20210331,KR7365780006
114460,38478600000,20210331,KR7114460009
299070,4793000000,20210331,KR7299070003
299080,4972250000,20210331,KR7299080002
190620,158178720000,20210331,KR7190620005
265690,9303000000,20210331,KR7265690008
152500,12516000000,20210331,KR7152500005
291130,7192000000,20210331,KR7291130003
280320,14920000000,20210331,KR7280320003
360200,149012500000,20210331,KR7360200000
309230,31530000000,20210331,KR7309230001
367380,130210000000,20210331,KR7367380003
181480,8410000000,20210331,KR7181480005
143460,17119000000,20210331,KR7143460004
245710,182916500000,20210331,KR7245710009
371130,13375000000,20210331,KR7371130006
131890,8465000000,20210331,KR7131890006
108450,102912000000,20210331,KR7108450008
322130,10479000000,20210331,KR7322130006
272220,10797000000,20210331,KR7272220005
272230,12656000000,20210331,KR7272230004
322120,9612500000,20210331,KR7322120007
322150,10601500000,20210331,KR7322150004
316300,11795000000,20210331,KR7316300003
256440,24690000000,20210331,KR7256440009
145670,6227000000,20210331,KR7145670006
238720,13450500000,20210331,KR7238720007
196030,12564000000,20210331,KR7196030001
205720,9250500000,20210331,KR7205720006
168580,214900000000,20210331,KR7168580009
219900,12328000000,20210331,KR7219900008
272910,15897035000,20210331,KR7272910001
371870,5132500000,20210331,KR7371870007
354500,30061500000,20210331,KR7354500001
305050,7892500000,20210331,KR7305050007
261920,5170000000,20210331,KR7261920003
69500,4709955250000,20210331,KR7069500007
226980,6555000000,20210331,KR7226980001
337160,31195500000,20210331,KR7337160006
363580,60060000000,20210331,KR7363580002
278530,1476281250000,20210331,KR7278530001
337150,19936000000,20210331,KR7337150007
223190,24761000000,20210331,KR7223190000
252650,9764000000,20210331,KR7252650007
360140,18976000000,20210331,KR7360140008
284430,14515200000,20210331,KR7284430006
252670,1995329500000,20210331,KR7252670005
305720,1317228000000,20210331,KR7305720005
271060,12266100000,20210331,KR7271060006
99140,32932500000,20210331,KR7099140006
204450,28119000000,20210331,KR7204450001
368680,18697500000,20210331,KR7368680005
337120,17718000000,20210331,KR7337120000
325010,100430000000,20210331,KR7325010007
266370,56875500000,20210331,KR7266370006
373490,12457500000,20210331,KR7373490002
292190,69894000000,20210331,KR7292190006
306950,20640000000,20210331,KR7306950007
229720,13710000000,20210331,KR7229720008
291890,5230000000,20210331,KR7291890002
289040,35420000000,20210331,KR7289040008
156080,100375000000,20210331,KR7156080004
278540,1449344000000,20210331,KR7278540000
275280,8244000000,20210331,KR7275280006
275290,16841500000,20210331,KR7275290005
275300,6597000000,20210331,KR7275300002
269420,11914695000,20210331,KR7269420006
329650,29632500000,20210331,KR7329650006
329660,11580000000,20210331,KR7329660005
329670,12145000000,20210331,KR7329670004
352540,10000000000,20210331,KR7352540009
315930,159327000000,20210331,KR7315930008
261220,332924500000,20210331,KR7261220008
271050,5899500000,20210331,KR7271050007
117700,59160000000,20210331,KR7117700005
300950,11136000000,20210331,KR7300950003
266390,7338000000,20210331,KR7266390004
279530,26922000000,20210331,KR7279530000
132030,226156000000,20210331,KR7132030008
280940,3875000000,20210331,KR7280940008
138910,16170000000,20210331,KR7138910005
114260,90456600000,20210331,KR7114260003
152380,19539780000,20210331,KR7152380002
176950,304362240000,20210331,KR7176950004
292770,5076030000,20210331,KR7292770005
276990,21583650000,20210331,KR7276990009
102960,8971200000,20210331,KR7102960002
352560,11173500000,20210331,KR7352560007
273140,113860835000,20210331,KR7273140004
153130,1993738000000,20210331,KR7153130000
214980,1157392155000,20210331,KR7214980005
122630,1815976000000,20210331,KR7122630007
321410,4160000000,20210331,KR7321410003
244620,11930000000,20210331,KR7244620001
314250,488950000000,20210331,KR7314250002
219480,116573250000,20210331,KR7219480001
276970,26936000000,20210331,KR7276970001
185680,7216875000,20210331,KR7185680006
200030,10559850000,20210331,KR7200030005
218420,19938200000,20210331,KR7218420008
304940,37605000000,20210331,KR7304940000
261240,60711750000,20210331,KR7261240006
261250,33179200000,20210331,KR7261250005
261270,5065000000,20210331,KR7261270003
261260,5057000000,20210331,KR7261260004
280930,50516500000,20210331,KR7280930009
308620,11250000000,20210331,KR7308620004
304660,18400000000,20210331,KR7304660004
304670,4830000000,20210331,KR7304670003
266360,63234500000,20210331,KR7266360007
244580,24175200000,20210331,KR7244580007
91160,199650000000,20210331,KR7091160002
325020,177156000000,20210331,KR7325020006
211900,25789000000,20210331,KR7211900006
237370,21222000000,20210331,KR7237370002
244670,5020000000,20210331,KR7244670006
140700,12620000000,20210331,KR7140700006
102780,1736391500000,20210331,KR7102780004
213610,12233000000,20210331,KR7213610009
251350,269420000000,20210331,KR7251350005
256750,65505000000,20210331,KR7256750001
117460,22312500000,20210331,KR7117460006
140710,14724000000,20210331,KR7140710005
144600,116532000000,20210331,KR7144600004
91170,225570000000,20210331,KR7091170001
114800,1163762500000,20210331,KR7114800006
101280,9495000000,20210331,KR7101280006
91180,456027500000,20210331,KR7091180000
363570,41956370000,20210331,KR7363570003
273130,1343239950000,20210331,KR7273130005
169950,34335000000,20210331,KR7169950003
283580,102416000000,20210331,KR7283580009
102970,65043000000,20210331,KR7102970001
372330,108056000000,20210331,KR7372330001
117680,17228400000,20210331,KR7117680009
279540,14730000000,20210331,KR7279540009
229200,462605000000,20210331,KR7229200001
233740,1015647000000,20210331,KR7233740000
360150,12142500000,20210331,KR7360150007
251340,439300000000,20210331,KR7251340006
226490,368042000000,20210331,KR7226490001
237350,16287500000,20210331,KR7237350004
359210,42555000000,20210331,KR7359210002
337140,51905000000,20210331,KR7337140008
138920,9032000000,20210331,KR7138920004
244660,6585000000,20210331,KR7244660007
375770,48706000000,20210331,KR7375770005
266410,28378000000,20210331,KR7266410000
298770,125716500000,20210331,KR7298770009
266420,21692000000,20210331,KR7266420009
364690,13400000000,20210331,KR7364690008
69660,603630000000,20210331,KR7069660009
294400,478792000000,20210331,KR7294400007
253250,26329200000,20210331,KR7253250005
253240,4161500000,20210331,KR7253240006
253230,8611200000,20210331,KR7253230007
331910,20229400000,20210331,KR7331910000
100910,12015000000,20210331,KR7100910009
104530,7798500000,20210331,KR7104530001
148070,179098000000,20210331,KR7148070006
167860,11575350000,20210331,KR7167860006
114470,33748500000,20210331,KR7114470008
130730,49701840000,20210331,KR7130730005
138230,29956850000,20210331,KR7138230008
225800,20431950000,20210331,KR7225800002
139660,11738250000,20210331,KR7139660005
230480,18082700000,20210331,KR7230480006
373790,6492000000,20210331,KR7373790005
104520,12342000000,20210331,KR7104520002
200250,27562500000,20210331,KR7200250009
316670,24699200000,20210331,KR7316670009
291630,7586700000,20210331,KR7291630002
291620,4420200000,20210331,KR7291620003
153270,12245500000,20210331,KR7153270004
122260,47592200000,20210331,KR7122260003
295040,441480000000,20210331,KR7295040000
363510,26166555000,20210331,KR7363510009
292500,44654500000,20210331,KR7292500006
220130,4666500000,20210331,KR7220130009
102110,2572542000000,20210331,KR7102110004
139260,838221700000,20210331,KR7139260004
139220,33459000000,20210331,KR7139220008
139290,6354600000,20210331,KR7139290001
139270,44211200000,20210331,KR7139270003
227550,5577100000,20210331,KR7227550001
227560,4293000000,20210331,KR7227560000
139250,38790300000,20210331,KR7139250005
139230,23573300000,20210331,KR7139230007
139240,11852300000,20210331,KR7139240006
227540,20528000000,20210331,KR7227540002
243880,52440000000,20210331,KR7243880002
310960,66510000000,20210331,KR7310960000
252000,6789750000,20210331,KR7252000005
267770,132961500000,20210331,KR7267770006
252710,109468500000,20210331,KR7252710009
243890,20810000000,20210331,KR7243890001
315270,13112000000,20210331,KR7315270009
166400,7627500000,20210331,KR7166400002
289480,6681000000,20210331,KR7289480006
305540,800141000000,20210331,KR7305540007
365040,20355000000,20210331,KR7365040005
357870,314929160000,20210331,KR7357870005
377990,10290000000,20210331,KR7377990007
341850,26112000000,20210331,KR7341850006
364960,449465000000,20210331,KR7364960005
364980,794244500000,20210331,KR7364980003
292160,36784000000,20210331,KR7292160009
364990,35840000000,20210331,KR7364990002
364970,78369000000,20210331,KR7364970004
365000,45400500000,20210331,KR7365000009
228820,10730250000,20210331,KR7228820007
300610,7526750000,20210331,KR7300610003
138530,18683300000,20210331,KR7138530001
289260,57048000000,20210331,KR7289260002
289250,7258950000,20210331,KR7289250003
310970,1033473000000,20210331,KR7310970009
269370,5147500000,20210331,KR7269370003
248270,15660000000,20210331,KR7248270001
292150,871116750000,20210331,KR7292150000
139280,119101400000,20210331,KR7139280002
237440,11049500000,20210331,KR7237440003
319640,22005000000,20210331,KR7319640009
160580,11368000000,20210331,KR7160580007
114820,63170250000,20210331,KR7114820004
275980,260400000000,20210331,KR7275980001
276000,14025000000,20210331,KR7276000007
371450,42378000000,20210331,KR7371450008
139310,3684000000,20210331,KR7139310007
139320,7244000000,20210331,KR7139320006
137610,43331500000,20210331,KR7137610002
182490,16029000000,20210331,KR7182490003
272580,162659840000,20210331,KR7272580002
157450,1210532015000,20210331,KR7157450008
105010,8034000000,20210331,KR7105010003
123320,32500000000,20210331,KR7123320004
174350,7680000000,20210331,KR7174350009
147970,7032000000,20210331,KR7147970008
182480,81526500000,20210331,KR7182480004
360750,176592000000,20210331,KR7360750004
225040,91783000000,20210331,KR7225040005
143850,143953125000,20210331,KR7143850006
225030,9212750000,20210331,KR7225030006
133690,661449000000,20210331,KR7133690008
203780,28905000000,20210331,KR7203780002
245340,49010000000,20210331,KR7245340005
329750,47748600000,20210331,KR7329750004
261110,7512000000,20210331,KR7261110001
261120,12603500000,20210331,KR7261120000
305080,47880000000,20210331,KR7305080004
228810,42267600000,20210331,KR7228810008
91230,130427500000,20210331,KR7091230003
98560,5664000000,20210331,KR7098560006
211560,10718850000,20210331,KR7211560008
329200,67219500000,20210331,KR7329200000
138520,21233400000,20210331,KR7138520002
157490,77441600000,20210331,KR7157490004
228800,42402000000,20210331,KR7228800009
227570,13297800000,20210331,KR7227570009
261140,7813800000,20210331,KR7261140008
130680,97290000000,20210331,KR7130680002
217770,3979250000,20210331,KR7217770007
195930,76879000000,20210331,KR7195930003
225050,16695000000,20210331,KR7225050004
245350,15060000000,20210331,KR7245350004
91220,13232700000,20210331,KR7091220004
307510,9030000000,20210331,KR7307510008
225060,10475500000,20210331,KR7225060003
236350,19618500000,20210331,KR7236350005
123310,57522500000,20210331,KR7123310005
195920,11305000000,20210331,KR7195920004
241180,14084000000,20210331,KR7241180009
292560,8064000000,20210331,KR7292560000
150460,169187400000,20210331,KR7150460004
302190,94931200000,20210331,KR7302190004
157500,6237000000,20210331,KR7157500000
307520,6393750000,20210331,KR7307520007
192090,295668000000,20210331,KR7192090009
204480,127764000000,20210331,KR7204480008
217780,29887000000,20210331,KR7217780006
245360,68794000000,20210331,KR7245360003
371470,78030000000,20210331,KR7371470006
371460,695722000000,20210331,KR7371460007
117690,7764750000,20210331,KR7117690008
371160,161616000000,20210331,KR7371160003
232080,218863600000,20210331,KR7232080002
233160,85747500000,20210331,KR7233160001
261060,10403200000,20210331,KR7261060008
261070,9978900000,20210331,KR7261070007
250780,24230750000,20210331,KR7250780004
277630,63980500000,20210331,KR7277630000
210780,16017300000,20210331,KR7210780003
277640,10836000000,20210331,KR7277640009
277650,12904000000,20210331,KR7277650008
376410,79680000000,20210331,KR7376410007
143860,140992800000,20210331,KR7143860005
138540,135682200000,20210331,KR7138540000
228790,26408100000,20210331,KR7228790002
108590,14948500000,20210331,KR7108590001
145850,10381250000,20210331,KR7145850004
159800,8986600000,20210331,KR7159800002
152870,28089750000,20210331,KR7152870002
192720,7167600000,20210331,KR7192720001
140950,14434200000,20210331,KR7140950007
215620,7841850000,20210331,KR7215620006
152100,641472750000,20220331,KR7152100004
295820,4965750000,20220331,KR7295820005
253150,11101500000,20220331,KR7253150007
253160,13879500000,20220331,KR7253160006
395750,94657500000,20220331,KR7395750003
395760,32412000000,20220331,KR7395760002
292750,10308000000,20220331,KR7292750007
333940,5292000000,20220331,KR7333940005
333950,6594000000,20220331,KR7333950004
333960,6020000000,20220331,KR7333960003
333970,7173000000,20220331,KR7333970002
333980,3683750000,20220331,KR7333980001
269530,6842500000,20220331,KR7269530002
421320,10080000000,20220331,KR7421320003
251590,11385750000,20220331,KR7251590006
161510,209547600000,20220331,KR7161510003
251600,12413500000,20220331,KR7251600003
289670,10839540000,20220331,KR7289670002
298340,48067100000,20220331,KR7298340001
189400,8863800000,20220331,KR7189400005
419650,9011250000,20220331,KR7419650007
415920,9369000000,20220331,KR7415920008
278620,16772490000,20220331,KR7278620000
269540,46260000000,20220331,KR7269540001
287180,32454000000,20220331,KR7287180004
213630,26224200000,20220331,KR7213630007
332610,22972400000,20220331,KR7332610005
332620,27712300000,20220331,KR7332620004
195970,7433600000,20220331,KR7195970009
238670,6480000000,20220331,KR7238670004
195980,76482900000,20220331,KR7195980008
373530,7074000000,20220331,KR7373530005
256450,7308000000,20220331,KR7256450008
239660,28259400000,20220331,KR7239660004
280920,4497750000,20220331,KR7280920000
266550,4040750000,20220331,KR7266550003
301400,2654000000,20220331,KR7301400008
301410,4533750000,20220331,KR7301410007
227830,21746250000,20220331,KR7227830007
122090,12319200000,20220331,KR7122090004
328370,112338000000,20220331,KR7328370002
285690,14863500000,20220331,KR7285690004
292730,18969500000,20220331,KR7292730009
402520,8041500000,20220331,KR7402520001
293180,716995000000,20220331,KR7293180006
407310,231660000000,20220331,KR7407310002
332930,133185000000,20220331,KR7332930007
304780,41375250000,20220331,KR7304780000
306520,48757500000,20220331,KR7306520008
395290,25188000000,20220331,KR7395290000
395280,23256250000,20220331,KR7395280001
368190,51116000000,20220331,KR7368190005
402460,10855000000,20220331,KR7402460000
395270,9830000000,20220331,KR7395270002
367740,12839250000,20220331,KR7367740008
407300,8550000000,20220331,KR7407300003
381560,34260000000,20220331,KR7381560002
381570,8474500000,20220331,KR7381570001
346000,4422600000,20220331,KR7346000003
304760,15228000000,20220331,KR7304760002
404470,5918250000,20220331,KR7404470007
332940,298786500000,20220331,KR7332940006
322400,99090500000,20220331,KR7322400003
322410,20017500000,20220331,KR7322410002
354350,54240200000,20220331,KR7354350001
401590,17677500000,20220331,KR7401590005
314700,6583500000,20220331,KR7314700006
390950,197399280000,20220331,KR7390950004
419170,7946250000,20220331,KR7419170006
304770,32649200000,20220331,KR7304770001
306530,5977400000,20220331,KR7306530007
375760,10812000000,20220331,KR7375760006
215620,5568750000,20220331,KR7215620006
391670,6156500000,20220331,KR7391670007
391680,5133000000,20220331,KR7391680006
148020,984852000000,20220331,KR7148020001
285000,12986000000,20220331,KR7285000006
361580,47040000000,20220331,KR7361580004
287300,3819000000,20220331,KR7287300008
287310,999000000,20220331,KR7287310007
290080,6020000000,20220331,KR7290080001
284980,6256000000,20220331,KR7284980000
287320,727500000,20220331,KR7287320006
287330,1746000000,20220331,KR7287330005
252400,20443500000,20220331,KR7252400007
252410,4963500000,20220331,KR7252410006
252420,31460000000,20220331,KR7252420005
284990,2088000000,20220331,KR7284990009
285010,4078200000,20220331,KR7285010005
285020,2197200000,20220331,KR7285020004
315480,4425200000,20220331,KR7315480004
105780,8472000000,20220331,KR7105780001
290130,297017500000,20220331,KR7290130004
367760,110073250000,20220331,KR7367760006
367770,306600000000,20220331,KR7367770005
388280,67268400000,20220331,KR7388280000
326240,183416400000,20220331,KR7326240009
385560,114529800000,20220331,KR7385560008
385550,300197940000,20220331,KR7385550009
385540,386778960000,20220331,KR7385540000
270800,11004000000,20220331,KR7270800006
292050,11332750000,20220331,KR7292050002
319870,7392500000,20220331,KR7319870002
403990,7304000000,20220331,KR7403990005
234310,7432500000,20220331,KR7234310001
241390,14346000000,20220331,KR7241390004
401170,233023500000,20220331,KR7401170006
300640,53648000000,20220331,KR7300640000
266160,73929000000,20220331,KR7266160001
114100,23037000000,20220331,KR7114100001
282000,92157250000,20220331,KR7282000009
295000,2076800000,20220331,KR7295000004
295020,4396750000,20220331,KR7295020002
397420,16712700000,20220331,KR7397420001
397410,40868100000,20220331,KR7397410002
276650,29783000000,20220331,KR7276650009
375270,7975500000,20220331,KR7375270006
411720,15196500000,20220331,KR7411720006
417450,10166000000,20220331,KR7417450004
399580,11340000000,20220331,KR7399580000
336160,40402000000,20220331,KR7336160007
326230,34706000000,20220331,KR7326230000
272560,159646995000,20220331,KR7272560004
196230,580920930000,20220331,KR7196230007
315960,54599000000,20220331,KR7315960005
252730,6400000000,20220331,KR7252730007
252720,2918000000,20220331,KR7252720008
379780,162991500000,20220331,KR7379780000
219390,37909500000,20220331,KR7219390002
354240,9642500000,20220331,KR7354240004
368590,210826000000,20220331,KR7368590006
267440,5385000000,20220331,KR7267440006
267490,3297000000,20220331,KR7267490001
267450,4237500000,20220331,KR7267450005
267500,3742750000,20220331,KR7267500007
388420,24626800000,20220331,KR7388420002
140570,7170000000,20220331,KR7140570003
140580,6047500000,20220331,KR7140580002
379790,6662500000,20220331,KR7379790009
183710,8145000000,20220331,KR7183710003
310080,9954000000,20220331,KR7310080007
174360,67427500000,20220331,KR7174360008
136340,53695200000,20220331,KR7136340007
281990,5068000000,20220331,KR7281990002
272570,25514025000,20220331,KR7272570003
250730,9586500000,20220331,KR7250730009
291680,6132500000,20220331,KR7291680007
371150,6336750000,20220331,KR7371150004
183700,14590800000,20220331,KR7183700004
270810,138809600000,20220331,KR7270810005
278240,134279500000,20220331,KR7278240007
275750,3248000000,20220331,KR7275750008
302450,188993000000,20220331,KR7302450002
334690,5789250000,20220331,KR7334690005
334700,3017000000,20220331,KR7334700002
253280,6315000000,20220331,KR7253280002
253290,13704000000,20220331,KR7253290001
105190,718560000000,20220331,KR7105190003
332500,222705000000,20220331,KR7332500008
385590,29089500000,20220331,KR7385590005
380340,6125000000,20220331,KR7380340000
226380,7525000000,20220331,KR7226380004
414270,58016000000,20220331,KR7414270009
411060,24002000000,20220331,KR7411060007
225130,16978500000,20220331,KR7225130004
365780,12980880000,20220331,KR7365780006
114460,40402050000,20220331,KR7114460009
299070,5097000000,20220331,KR7299070003
299080,5121500000,20220331,KR7299080002
411050,18847500000,20220331,KR7411050008
190620,457951760000,20220331,KR7190620005
265690,18629500000,20220331,KR7265690008
152500,10530000000,20220331,KR7152500005
291130,9528000000,20220331,KR7291130003
280320,13328000000,20220331,KR7280320003
360200,567200000000,20220331,KR7360200000
309230,122298000000,20220331,KR7309230001
402970,26812500000,20220331,KR7402970008
367380,410892000000,20220331,KR7367380003
181480,27896400000,20220331,KR7181480005
391590,9900000000,20220331,KR7391590007
391600,66272000000,20220331,KR7391600004
143460,10422500000,20220331,KR7143460004
245710,215388000000,20220331,KR7245710009
371130,10330000000,20220331,KR7371130006
131890,8430000000,20220331,KR7131890006
108450,37512000000,20220331,KR7108450008
322130,9513000000,20220331,KR7322130006
272220,6362000000,20220331,KR7272220005
272230,8595000000,20220331,KR7272230004
322120,6528000000,20220331,KR7322120007
322150,8181000000,20220331,KR7322150004
316300,11524500000,20220331,KR7316300003
277540,23886000000,20220331,KR7277540001
256440,48245500000,20220331,KR7256440009
145670,5769500000,20220331,KR7145670006
238720,14704000000,20220331,KR7238720007
196030,12474000000,20220331,KR7196030001
205720,7443000000,20220331,KR7205720006
356540,39408660000,20220331,KR7356540005
416090,8390000000,20220331,KR7416090009
168580,191921500000,20220331,KR7168580009
219900,10560000000,20220331,KR7219900008
272910,11032755000,20220331,KR7272910001
371870,4808000000,20220331,KR7371870007
385600,32832000000,20220331,KR7385600002
354500,18760000000,20220331,KR7354500001
305050,7136250000,20220331,KR7305050007
261920,5852000000,20220331,KR7261920003
69500,4981698000000,20220331,KR7069500007
226980,8142000000,20220331,KR7226980001
337160,47600000000,20220331,KR7337160006
363580,85291000000,20220331,KR7363580002
278530,929943000000,20220331,KR7278530001
337150,11461500000,20220331,KR7337150007
223190,17072000000,20220331,KR7223190000
252650,7224000000,20220331,KR7252650007
360140,16712000000,20220331,KR7360140008
284430,33316800000,20220331,KR7284430006
252670,1911627500000,20220331,KR7252670005
305720,1331720000000,20220331,KR7305720005
271060,15373800000,20220331,KR7271060006
368680,11826000000,20220331,KR7368680005
395170,108942000000,20220331,KR7395170004
337120,8004000000,20220331,KR7337120000
325010,88648000000,20220331,KR7325010007
395160,21723500000,20220331,KR7395160005
395150,12236000000,20220331,KR7395150006
266370,35370000000,20220331,KR7266370006
401470,455886000000,20220331,KR7401470000
385520,70224000000,20220331,KR7385520002
385510,74385000000,20220331,KR7385510003
373490,5402500000,20220331,KR7373490002
292190,46305000000,20220331,KR7292190006
306950,16025000000,20220331,KR7306950007
404260,34580000000,20220331,KR7404260002
229720,11727000000,20220331,KR7229720008
291890,5529000000,20220331,KR7291890002
289040,16762500000,20220331,KR7289040008
156080,8637500000,20220331,KR7156080004
278540,1512513000000,20220331,KR7278540000
275280,7122000000,20220331,KR7275280006
275290,8550500000,20220331,KR7275290005
275300,7412000000,20220331,KR7275300002
269420,16370640000,20220331,KR7269420006
329650,149758000000,20220331,KR7329650006
329660,22401000000,20220331,KR7329660005
329670,23188000000,20220331,KR7329670004
352540,10256000000,20220331,KR7352540009
315930,600765000000,20220331,KR7315930008
261220,125259750000,20220331,KR7261220008
271050,144654250000,20220331,KR7271050007
117700,84458000000,20220331,KR7117700005
300950,18772500000,20220331,KR7300950003
266390,6738000000,20220331,KR7266390004
279530,34666500000,20220331,KR7279530000
132030,202800000000,20220331,KR7132030008
280940,4002000000,20220331,KR7280940008
138910,15624000000,20220331,KR7138910005
114260,127096020000,20220331,KR7114260003
152380,59789340000,20220331,KR7152380002
176950,43298970000,20220331,KR7176950004
292770,5217810000,20220331,KR7292770005
276990,18480560000,20220331,KR7276990009
102960,14699800000,20220331,KR7102960002
352560,19799000000,20220331,KR7352560007
273140,114456400000,20220331,KR7273140004
153130,1585318530000,20220331,KR7153130000
214980,1110014730000,20220331,KR7214980005
122630,2132794000000,20220331,KR7122630007
321410,5190000000,20220331,KR7321410003
244620,10296000000,20220331,KR7244620001
314250,483379000000,20220331,KR7314250002
379800,389655000000,20220331,KR7379800006
219480,148128750000,20220331,KR7219480001
276970,42651000000,20220331,KR7276970001
185680,8331750000,20220331,KR7185680006
200030,12705490000,20220331,KR7200030005
218420,31920820000,20220331,KR7218420008
379810,343214000000,20220331,KR7379810005
409820,113778500000,20220331,KR7409820008
304940,101707000000,20220331,KR7304940000
409810,15645000000,20220331,KR7409810009
261240,87153600000,20220331,KR7261240006
261250,14378150000,20220331,KR7261250005
261270,18561200000,20220331,KR7261270003
261260,20400600000,20220331,KR7261260004
280930,27941500000,20220331,KR7280930009
411420,142477500000,20220331,KR7411420003
390390,66642000000,20220331,KR7390390003
390400,13336000000,20220331,KR7390400000
308620,14794000000,20220331,KR7308620004
304660,28100000000,20220331,KR7304660004
304670,5607000000,20220331,KR7304670003
419420,15772500000,20220331,KR7419420005
266360,43617000000,20220331,KR7266360007
244580,41248800000,20220331,KR7244580007
91160,252867750000,20220331,KR7091160002
325020,189332000000,20220331,KR7325020006
211900,26652500000,20220331,KR7211900006
237370,21438000000,20220331,KR7237370002
244670,8613000000,20220331,KR7244670006
